"COUNTY","CITY","ADDRESS","DATE"
"TULSA"," TULSA"," 10744 30 E ST                     ","3/14/2004"
"TULSA"," TULSA"," 10744 30TH E ST                   ","3/19/2004"
"TULSA"," TULSA"," 8915 50TH E ST                    ","3/23/2004"
"TULSA"," TULSA"," 1319 DELAWARE N AVE               ","3/25/2004"
"TULSA"," TULSA"," 1211 JACKSON S AVE                ","3/27/2004"
"TULSA"," TULSA"," 5919 25TH E ST                     ","4/6/2004"
"TULSA"," TULSA"," 1325 1ST W ST                      ","4/6/2004"
"TULSA"," TULSA"," 2103 UTE E ST                      ","4/7/2004"
"TULSA"," TULSA"," 8105 93RD E ST 908                ","4/15/2004"
"TULSA"," TULSA"," 1648 XANTHUS N AVE                ","4/15/2004"
"TULSA"," TULSA"," 5317 DETROIT S AVE                ","4/18/2004"
"TULSA"," TULSA"," 62 ARCNER E ST                    ","4/22/2004"
"TULSA"," TULSA"," 102 128 N PL                       ","5/1/2004"
"TULSA"," TULSA"," 2444 1ST E ST                      ","5/1/2004"
"TULSA"," TULSA"," 3538 LATIMER E PL                  ","5/4/2004"
"TULSA"," TULSA"," 2736 ADMIRAL E CT                  ","5/6/2004"
"TULSA"," TULSA"," 317 DETROIT S AVE                  ","5/6/2004"
"TULSA"," TULSA"," 5147 HASKELL E PL                 ","5/12/2004"
"TULSA"," TULSA"," 4325 BRADEN S PL                  ","5/16/2004"
"TULSA"," TULSA"," 7712 VICTOR S AVE 22B             ","5/16/2004"
"TULSA"," TULSA"," 1207 QUAKER S AVE 209             ","5/21/2004"
"TULSA"," TULSA"," 4 49TH N ST                        ","6/7/2004"
"TULSA"," TULSA"," 1904 GARY N AVE                   ","6/21/2004"
"TULSA"," TULSA"," 9339 3RD E PL                     ","6/25/2004"
"TULSA"," TULSA"," 219 ROSEDALE N AVE                ","6/28/2004"
"TULSA"," TULSA"," 3117 145TH S AVE H                 ","8/9/2004"
"TULSA"," TULSA"," 9231 95TH S AVE                   ","8/26/2004"
"TULSA"," TULSA"," 1101 131ST EAST S AVE             ","8/31/2004"
"TULSA"," TULSA"," 3508 43RD W PL                     ","9/8/2004"
"TULSA"," TULSA"," 12918 23RD E ST                   ","9/10/2004"
"TULSA"," TULSA"," 5420 71ST E PL 1801               ","9/16/2004"
"TULSA"," TULSA"," 5516 1/2 TECUMSH E ST             ","9/30/2004"
"TULSA"," TULSA"," 11012 14TH E CT                   ","10/27/2004"
"TULSA"," TULSA"," 6237 OWASSO S PL                  ","11/11/2004"
"TULSA"," TULSA"," 427 162ND EAST S AVE              ","11/11/2004"
"TULSA"," TULSA"," 2501 XYLER E ST                   ","12/3/2004"
"TULSA"," TULSA"," 325 11TH E ST 204                 ","12/13/2004"
"TULSA"," TULSA"," 5620 QUAKER S ST D                ","12/14/2004"
"TULSA"," TULSA"," 621 106TH EAST S AVE              ","12/19/2004"
"TULSA"," TULSA"," 2029 KINGSTON N AVE               ","12/28/2004"
"TULSA"," TULSA"," 5217 VANDALIA S AVE 1 H            ","1/7/2005"
"TULSA"," TULSA"," 6028 90TH S PL                    ","1/10/2005"
"TULSA"," TULSA"," 6632 PEORIA S AVE 306             ","1/10/2005"
"TULSA"," TULSA"," 4840 VANCOUVER S AVE              ","1/12/2005"
"TULSA"," TULSA"," 729 KINGSTON N AVE                 ","2/4/2005"
"TULSA"," TULSA"," 202 193RD S AVE 10                 ","2/4/2005"
"TULSA"," TULSA"," 17313 13TH E ST                    ","2/8/2005"
"TULSA"," TULSA"," 1314 89TH N AVE 202               ","2/19/2005"
"TULSA"," TULSA"," 1941 SANTA FE N PL                ","3/10/2005"
"TULSA"," TULSA"," 6315 4TH E TER                     ","4/4/2005"
"TULSA"," TULSA"," 4849 NOGALES S AVE                 ","4/5/2005"
"TULSA"," TULSA"," 3228 127TH S AVE                   ","5/1/2005"
"TULSA"," TULSA"," 4325 BRADEN S PL                   ","5/9/2005"
"TULSA"," TULSA"," 6827 KING                         ","5/11/2005"
"TULSA"," TULSA"," 2738 136TH S AVE                  ","5/24/2005"
"TULSA"," TULSA"," 6619 KING E ST                    ","6/27/2005"
"TULSA"," TULSA"," 7840 22 E ST                      ","6/27/2005"
"TULSA"," TULSA"," 8115 19TH E ST 101                 ","7/5/2005"
"TULSA"," TULSA"," 1524 77TH N AVE                   ","7/11/2005"
"TULSA"," TULSA"," 917 NEW HAVEN S AVE               ","8/23/2005"
"TULSA"," TULSA"," 2118 COLUMBIA N AVE                ","9/8/2005"
"TULSA"," TULSA"," 2738 136TH EAST S AVE              ","9/9/2005"
"TULSA"," TULSA"," 4010 33RD WEST S C                ","10/3/2005"
"TULSA"," TULSA"," 823 COLUMBIA N AVE                ","10/19/2005"
"TULSA"," TULSA"," 913 37TH E ST                     ","10/23/2005"
"TULSA"," TULSA"," 913 37TH E ST                     ","10/25/2005"
"TULSA"," TULSA"," 920 36TH E PL                     ","11/4/2005"
"TULSA"," TULSA"," 1333 17TH E ST                    ","12/8/2005"
"TULSA"," TULSA"," 609 51ST W S AVE                  ","12/11/2005"
"TULSA"," TULSA"," 1528 LEWIS N PL                   ","12/11/2005"
"TULSA"," TULSA"," 2015 KINGSTON N AVE B             ","1/19/2006"
"TULSA"," TULSA"," 6001 HASKELL E PL                 ","1/27/2006"
"TULSA"," TULSA"," 3737 27TH E PL D                  ","1/31/2006"
"TULSA"," TULSA"," 12304 ADMIRAL E CT C               ","2/2/2006"
"TULSA"," TULSA"," 6662 PEORIA S AVE 108              ","2/7/2006"
"TULSA"," TULSA"," 5163 33RD WEST S AVE              ","2/14/2006"
"TULSA"," TULSA"," 1568 59TH W ST                    ","2/15/2006"
"TULSA"," TULSA"," 7303 JASPER E ST                   ","3/4/2006"
"TULSA"," TULSA"," 6634 PEORIA S AVE 204             ","5/10/2006"
"TULSA"," TULSA"," 6638 PEORIA S AVE 305              ","5/10/2006"
"TULSA"," TULSA"," 9419 OKLAHOMA E PL                 ","5/19/2006"
"TULSA"," TULSA"," 27TH E PL                   ","5/19/2006"
"TULSA"," TULSA"," 120 17TH E ST 7                    ","5/22/2006"
"TULSA"," TULSA"," 832 64TH WEST S AVE                ","5/22/2006"
"TULSA"," TULSA"," 512 55 WEST S AVE                  ","6/12/2006"
"TULSA"," TULSA"," 8323 32ND E ST                     ","6/14/2006"
"TULSA"," TULSA"," 5657 SOUTH 85 AVENUE                ","6/14/2006"
"TULSA"," TULSA"," 3919 28TH E ST C                   ","6/14/2006"
"TULSA"," TULSA"," 3619 EAST PLACE                    ","6/28/2006"
"TULSA"," TULSA"," 3619 EAST PLACE                     ","7/29/2006"
"TULSA"," TULSA"," 5302 E. 9TH STREET                 ","8/16/2006"
"TULSA"," TULSA"," 5302 EAST 9TH STREET                ","9/6/2006"
"TULSA"," TULSA"," 1236 S. DARLINGTON AVE             ","9/7/2006"
"TULSA"," TULSA"," 1236 SOUTH DARLINGTON AVENUE        ","9/11/2006"
"TULSA"," TULSA"," 7922 EAST 27TH COURT                ","9/12/2006"
"TULSA"," TULSA"," 1375 NORTH 78TH AVENUE              ","9/26/2006"
"TULSA"," TULSA"," 1379 NORTH 78TH AVENUE             ","10/15/2006"
"TULSA"," TULSA"," 7922 EAST 27TH COURT                ","11/9/2006"
"TULSA"," TULSA"," 6622 SOUTH ZUNIS AVENUE             ","12/6/2006"
"TULSA"," TULSA"," 4840 SOUTH HARVARD AVENUE          ","12/17/2006"
"TULSA"," TULSA"," 428 SOUTH QUEBEC AVENUE            ","12/17/2006"
"TULSA"," TULSA"," 7714 SOUTH HARVARD PLACE           ","12/20/2006"
"TULSA"," TULSA"," 5638 NORTH LEWIS AVENUE            ","12/26/2006"
"TULSA"," TULSA"," 1569 WEST 59 STREET                 ","1/16/2007"
"TULSA"," TULSA"," 2539 EAST 8TH STREET                ","1/26/2007"
"TULSA"," TULSA"," 3814 SOUTH 94                       ","3/29/2007"
"TULSA"," TULSA"," 4437 NORTHEAST 31 STREET            ","5/18/2007"
"TULSA"," TULSA"," 4124 1ST STREET                     ","7/9/2007"
"TULSA"," TULSA"," 1207 5TH STREET                     ","7/20/2007"
"TULSA"," TULSA"," 3218 S 93RD EAST AVENUE 237         ","8/2/2007"
"TULSA"," TULSA"," 1216 NORTH YALE AVENUE              ","8/28/2007"
"TULSA"," TULSA"," 4616 EAST 80TH STREET               ","9/11/2007"
"TULSA"," TULSA"," 3342 EAST 27TH PLACE               ","11/14/2007"
"TULSA"," TULSA"," 1115 EAST 60TH STREET              ","11/18/2007"
"TULSA"," TULSA"," 2006 EAST 12TH STREET               ","5/2/2008"
"TULSA"," TULSA"," 111 SOUTH 53RD W AVENUE             ","5/9/2008"
"TULSA"," TULSA"," 310 NORTH ROSEDALE AVENUE           ","5/27/2008"
"TULSA"," TULSA"," 5232 NORTH 145TH EAST AVENUE        ","6/9/2008"
"TULSA"," TULSA"," 5307 EAST 32 PLACE                  ","6/19/2008"
"TULSA"," TULSA"," SOUTH PHOENIX AVENUE         ","7/2/2008"
"TULSA"," TULSA"," 5115 EAST 47TH PLACE                ","7/21/2008"
"TULSA"," TULSA"," 626 SOUTH SHERIDAN ROAD             ","9/5/2008"
"TULSA"," TULSA"," 1050 EAST 61ST, UNIT 16 DRIVE       ","9/27/2008"
"TULSA"," TULSA"," 3333 EAST NEWTON #3 STREET          ","10/9/2008"
"TULSA"," TULSA"," 4219 EAST 4TH PLACE                ","10/16/2008"
"TULSA"," TULSA"," 219 NORTH ROSEDALE AVENUE          ","10/19/2008"
"TULSA"," TULSA"," 1343 NORTH SANDUSKY AVENUE         ","10/23/2008"
"TULSA"," TULSA"," 8506 EAST 62ND STREET J            ","10/23/2008"
"TULSA"," TULSA"," 3270 SOUTH CINCINNATI AVENUE 284   ","10/23/2008"
"TULSA"," TULSA"," 13830 EAST 29TH STREET             ","10/25/2008"
"TULSA"," TULSA"," 1340 NORTH BRADEN AVENUE            ","11/2/2008"
"TULSA"," TULSA"," 1028 NORTH WINSTON AVENUE          ","11/13/2008"
"TULSA"," TULSA"," 6232 EAST ARCHER STREET 129        ","11/13/2008"
"TULSA"," TULSA"," 817 NORTH GARY AVENUE              ","11/25/2008"
"TULSA"," TULSA"," 1015 SOUTH ST LOUIS AVENUE         ","12/6/2008"
"TULSA"," TULSA"," 1236 SOUTH DARLINGTON AVENUE       ","12/7/2008"
"TULSA"," TULSA"," 12719 EAST 39TH STREET             ","12/10/2008"
"TULSA"," TULSA"," 4303 EAST INDEPENDENCE STREET      ","12/16/2008"
"TULSA"," TULSA"," 5012 SOUTH 33RD WEST AVENUE        ","12/17/2008"
"TULSA"," TULSA"," 1124 EAST 33RD PLACE               ","12/28/2008"
"TULSA"," TULSA"," 2623 EAST 6TH STREET               ","12/28/2008"
"TULSA"," TULSA"," 6146 WEST 10TH STREET              ","12/28/2008"
"TULSA"," TULSA"," 875 SOUTH 64TH WEST AVENUE          ","1/2/2009"
"TULSA"," TULSA"," 102 SOUTH ZUNIS AVENUE              ","1/5/2009"
"TULSA"," TULSA"," 3035 SOUTH CINCINNATI AVENUE       ","1/13/2009"
"TULSA"," TULSA"," 2008 EAST 12 STREET                ","1/14/2009"
"TULSA"," TULSA"," 1329 EAST 17TH STREET D            ","1/14/2009"
"TULSA"," TULSA"," 12712 EAST 22 STREET               ","1/20/2009"
"TULSA"," TULSA"," 4302 WEST 56TH PLACE               ","1/21/2009"
"TULSA"," TULSA"," 4712 WEST 8TH STREET               ","1/21/2009"
"TULSA"," TULSA"," 4851 SOUTH JACKSON AVENUE 4        ","1/23/2009"
"TULSA"," TULSA"," 7802 WEST 18 STREET                ","1/28/2009"
"TULSA"," TULSA"," 6565 SOUTH NEWPORT AVENUE 409      ","1/31/2009"
"TULSA"," TULSA"," 3624 SOUTH OLYMPIA AVENUE           ","2/2/2009"
"TULSA"," TULSA"," 1408 SOUTH COLUMBIA AVENUE          ","2/3/2009"
"TULSA"," TULSA"," 1640 NORTH EVANSTON PLACE           ","2/4/2009"
"TULSA"," TULSA"," 221 EAST 54TH NORTH PLACE           ","2/5/2009"
"TULSA"," TULSA"," 7909 SOUTH WHEELING AVENUE A        ","2/6/2009"
"TULSA"," TULSA"," 2125 NORTH DELAWARE PLACE          ","2/17/2009"
"TULSA"," TULSA"," 2311 NORTH ATLANTA AVENUE          ","2/20/2009"
"TULSA"," TULSA"," 120 WEST 50 PLACE                  ","2/24/2009"
"TULSA"," TULSA"," 709 WEST 49 STREET                 ","2/26/2009"
"TULSA"," TULSA"," 1611 SOUTH MAIN STREET              ","3/5/2009"
"TULSA"," TULSA"," 3146 EAST WOODROW PLACE             ","3/6/2009"
"TULSA"," TULSA"," 3211 EAST WOODROW STREET           ","3/10/2009"
"TULSA"," TULSA"," 1206 NORTH E 60TH PLACE            ","3/11/2009"
"TULSA"," TULSA"," 1320 SOUTH 74TH EAST AVENUE        ","3/14/2009"
"TULSA"," TULSA"," 10957 EAST 23RD STREET             ","3/17/2009"
"TULSA"," TULSA"," 2024 EAST 51ST STREET A            ","3/20/2009"
"TULSA"," TULSA"," 2181 NORTH NORWOOD PLACE B         ","3/24/2009"
"TULSA"," TULSA"," 6707 SOUTH LEWIS AVENUE 133        ","3/25/2009"
"TULSA"," TULSA"," 1721 EAST 72 STREET 1812           ","3/25/2009"
"TULSA"," TULSA"," 1628 WEST 59TH STREET              ","3/27/2009"
"TULSA"," TULSA"," 3346 EAST JASPER STREET            ","3/30/2009"
"TULSA"," TULSA"," 5123 SOUTH NORFOLK AVENUE 210       ","4/1/2009"
"TULSA"," TULSA"," 875 SOUTH 64 AVENUE                 ","4/1/2009"
"TULSA"," TULSA"," 6330 SOUTH OWASSO AVENUE            ","4/4/2009"
"TULSA"," TULSA"," 6306 WEST 11 PLACE                  ","4/8/2009"
"TULSA"," TULSA"," 5008 SOUTH 35TH WEST AVENUE         ","4/9/2009"
"TULSA"," TULSA"," 1601 EAST 2ND STREET               ","4/10/2009"
"TULSA"," TULSA"," 5539 EAST 47TH PLACE               ","4/10/2009"
"TULSA"," TULSA"," 6111 WEST 11TH PLACE 6111          ","4/14/2009"
"TULSA"," TULSA"," 5023 SOUTH 35TH WEST AVENUE        ","4/14/2009"
"TULSA"," TULSA"," 1359 EAST 37TH STREET              ","4/14/2009"
"TULSA"," TULSA"," 109 NORTH PHOENIX AVENUE           ","4/17/2009"
"TULSA"," TULSA"," 4628 NORTH ST. LOUIS AVENUE        ","4/17/2009"
"TULSA"," TULSA"," 320 WEST 17TH STREET 212           ","4/21/2009"
"TULSA"," TULSA"," 1601 SOUTH ELWOOD AVENUE             ","4/21/2009"
"TULSA"," TULSA"," 12932 EAST 35TH PLACE 1409           ","4/22/2009"
"TULSA"," TULSA"," 1348 NORTH YALE AVENUE               ","4/23/2009"
"TULSA"," TULSA"," 2709 EAST 88TH 665                   ","4/23/2009"
"TULSA"," TULSA"," EAST INDEPENDENCE             ","4/24/2009"
"TULSA"," TULSA"," 6329 EAST 9TH STREET                 ","4/28/2009"
"TULSA"," TULSA"," 632 EAST 9TH STREET 29               ","4/30/2009"
"TULSA"," TULSA"," 1512 NORTH WHEELING AVENUE           ","5/4/2009"
"TULSA"," TULSA"," 7509 EAST SEMINOLE STREET            ","5/6/2009"
"TULSA"," TULSA"," 2436 EAST 5TH PLACE 2                ","5/6/2009"
"TULSA"," TULSA"," 7 NORTH 48TH WEST AVENUE             ","5/9/2009"
"TULSA"," TULSA"," 2321 EAST 4TH STREET                 ","5/11/2009"
"TULSA"," TULSA"," 3732 SOUTH INDIANAPOLIS AVENUE 109   ","5/12/2009"
"TULSA"," TULSA"," 827 NORTH KINGSTON AVENUE            ","5/14/2009"
"TULSA"," TULSA"," 725 WEST 25TH STREET                 ","5/15/2009"
"TULSA"," TULSA"," 3506 EAST 6TH STREET                 ","5/15/2009"
"TULSA"," TULSA"," 10115 EAST 26TH STREET               ","5/15/2009"
"TULSA"," TULSA"," 1632 SOUTH COLLEGE STREET            ","5/15/2009"
"TULSA"," TULSA"," 11637 EAST 36TH STREET               ","5/16/2009"
"TULSA"," TULSA"," SOUTH LEWIS PLACE             ","5/17/2009"
"TULSA"," TULSA"," 1136 SOUTH FULTON AVENUE C           ","5/19/2009"
"TULSA"," TULSA"," 13236 EAST 30TH PLACE A              ","5/26/2009"
"TULSA"," TULSA"," 3708 SOUTH 92NDEAST AVENUE           ","5/29/2009"
"TULSA"," TULSA"," 6241 EAST LATIMER STREET             ","5/29/2009"
"TULSA"," TULSA"," 201 NORTH SANTA FE AVENUE            ","6/2/2009"
"TULSA"," TULSA"," 3922 NORTH DELAWARE AVENUE           ","6/3/2009"
"TULSA"," TULSA"," 5726 EAST 51ST STREET A              ","6/8/2009"
"TULSA"," TULSA"," 4147 SOUTH 32ND WEST AVENUE          ","6/10/2009"
"TULSA"," TULSA"," 1227 SOUTH RICHMOND AVENUE           ","6/10/2009"
"TULSA"," TULSA"," 1530 E 63RD STREET                   ","6/20/2009"
"TULSA"," TULSA"," 201 NORTH SANTA FE AVENUE            ","6/22/2009"
"TULSA"," TULSA"," 1523 EAST 13TH STREET 5              ","6/24/2009"
"TULSA"," TULSA"," 4319 SOUTH 109TH AVENUE 312          ","6/24/2009"
"TULSA"," TULSA"," 462 SOUTH 112TH AVENUE               ","6/25/2009"
"TULSA"," TULSA"," 3635 SOUTH QUANAH AVENUE             ","6/26/2009"
"TULSA"," TULSA"," 2908 NORTH TOLEDO AVENUE             ","6/27/2009"
"TULSA"," TULSA"," NORTH GARY AVENUE               ","6/29/2009"
"TULSA"," TULSA"," 1825 NORTH BIRMINGHAM PLACE          ","6/30/2009"
"TULSA"," TULSA"," 44 NORTH FLORENCE AVENUE             ","7/6/2009"
"TULSA"," TULSA"," 4679 SOUTH TROOST AVENUE             ","7/7/2009"
"TULSA"," TULSA"," 6526 EAST 21ST PLACE                 ","7/7/2009"
"TULSA"," TULSA"," 106 NORTH TACOMA AVENUE              ","7/18/2009"
"TULSA"," TULSA"," 11502 28TH STREET                    ","7/27/2009"
"TULSA"," TULSA"," 6241 EAST LATIMER STREET             ","7/27/2009"
"TULSA"," TULSA"," 2119 NORTH NORWOOD PLACE B           ","7/30/2009"
"TULSA"," TULSA"," 5028 SOUTH 29 WEST AVENUE            ","7/30/2009"
"TULSA"," TULSA"," 1620 NORTH YORKTOWN PLACE            ","7/31/2009"
"TULSA"," TULSA"," 1217 SOUTH QUAKER AVENUE             ","7/31/2009"
"TULSA"," TULSA"," 801 NORTH MINGO ROAD                 ","8/2/2009"
"TULSA"," TULSA"," 5010 SOUTH QUAKER AVENUE 215         ","8/3/2009"
"TULSA"," TULSA"," 5025 WEST 6TH STREET                 ","8/4/2009"
"TULSA"," TULSA"," 2523 EAST 8TH STREET                 ","8/5/2009"
"TULSA"," TULSA"," 10535 EAST 4TH STREET                ","8/7/2009"
"TULSA"," TULSA"," 5137 EAST 47TH PLACE 14              ","8/9/2009"
"TULSA"," TULSA"," 1414 SOUTH ROCKFORD AVENUE         ","8/10/2009"
"TULSA"," TULSA"," 4802 WEST 41ST STREET              ","8/11/2009"
"TULSA"," TULSA"," 1713 SOUTH MEMORIAL DRIVE 214      ","8/11/2009"
"TULSA"," TULSA"," 8117 EAST 19TH STREET 206          ","8/13/2009"
"TULSA"," TULSA"," 626 SOUTH SHERIDAN ROAD 7          ","8/17/2009"
"TULSA"," TULSA"," 4941 WEST 12TH STREET              ","8/17/2009"
"TULSA"," TULSA"," 5020 SOUTH 67TH EAST AVENUE 104    ","8/18/2009"
"TULSA"," TULSA"," 6320 EAST 32ND STREET A            ","8/23/2009"
"TULSA"," TULSA"," 712 NORTH MARION AVENUE            ","8/25/2009"
"TULSA"," TULSA"," 2140 NORTH 36TH STREET             ","8/26/2009"
"TULSA"," TULSA"," 1429 BRADEN AVENUE                 ","8/30/2009"
"TULSA"," TULSA"," 3012 WEST 55TH PLACE               ","8/30/2009"
"TULSA"," TULSA"," 6000 SOUTH MEMORIAL DRIVE           ","9/1/2009"
"TULSA"," TULSA"," 1020 NORTH DELAWARE AVENUE          ","9/8/2009"
"TULSA"," TULSA"," 1527 NORTH LOUISVILLE AVENUE        ","9/8/2009"
"TULSA"," TULSA"," 3809 EAST 40TH STREET               ","9/9/2009"
"TULSA"," TULSA"," 2258 NORTH EVANSTON AVENUE         ","9/12/2009"
"TULSA"," TULSA"," 3915 WEST EASTON STREET            ","9/14/2009"
"TULSA"," TULSA"," 2430 EAST 10TH STREET              ","9/14/2009"
"TULSA"," TULSA"," 1337 SOUTH ATLANTA PLACE           ","9/18/2009"
"TULSA"," TULSA"," 1219 SOUTH 51ST WEST AVENUE        ","9/20/2009"
"TULSA"," TULSA"," 13632 EAST 30 PLACE                ","9/21/2009"
"TULSA"," TULSA"," 825 NORTH QUEBEC AVENUE            ","9/24/2009"
"TULSA"," TULSA"," 7136 EAST KING STREET              ","9/28/2009"
"TULSA"," TULSA"," 830 SOUTH 58TH WEST AVENUE         ","10/1/2009"
"TULSA"," TULSA"," 3648 NORTH BIRMINGHAM              ","10/1/2009"
"TULSA"," TULSA"," 6277 EAST LATIMER PLACE            ","10/4/2009"
"TULSA"," TULSA"," 809 BIRMINGHAM PLACE               ","10/6/2009"
"TULSA"," TULSA"," 907 SOUTH VANDALIA AVENUE          ","10/6/2009"
"TULSA"," TULSA"," 16606 EAST 2ND STREET              ","10/12/2009"
"TULSA"," TULSA"," 1419 SOUTH EVANSTON AVENUE         ","10/14/2009"
"TULSA"," TULSA"," 5122 SOUTH DELAWARE PLACE A        ","10/19/2009"
"TULSA"," TULSA"," 6912 EAST 72ND STREET              ","10/21/2009"
"TULSA"," TULSA"," 708 NORTH GRANT                    ","10/22/2009"
"TULSA"," TULSA"," 143 EAST S 91ST AVENUE             ","10/23/2009"
"TULSA"," TULSA"," 1568 NORTH MARION AVENUE           ","10/24/2009"
"TULSA"," TULSA"," 1934 EAST 51 STREET                ","10/26/2009"
"TULSA"," TULSA"," 2423 EAST 2ND STREET               ","10/29/2009"
"TULSA"," TULSA"," 2828 EAST 45TH STREET              ","10/29/2009"
"TULSA"," TULSA"," 7618 EAST 77 STREET                ","11/2/2009"
"TULSA"," TULSA"," 1110 EAST 59TH PLACE               ","11/5/2009"
"TULSA"," TULSA"," 2443 NORTH WINSTON AVENUE          ","11/5/2009"
"TULSA"," TULSA"," 8226 EAST 38TH STREET              ","11/11/2009"
"TULSA"," TULSA"," 3012 WEST 55TH PLACE               ","11/13/2009"
"TULSA"," TULSA"," 1337 SOUTH ATLANTA PLACE           ","11/17/2009"
"TULSA"," TULSA"," 4414 SOUTH GARNETT ROAD 7          ","11/20/2009"
"TULSA"," TULSA"," 231 SOUTH 69TH EAST AVENUE         ","11/23/2009"
"TULSA"," TULSA"," NORTH SANDOSKY AVENUE       ","11/23/2009"
"TULSA"," TULSA"," 6330 WEST 11TH PLACE               ","11/24/2009"
"TULSA"," TULSA"," 1337 SOUTH ATLANTA PLACE           ","12/1/2009"
"TULSA"," TULSA"," 3333 EAST NEWTON STREET 3          ","12/7/2009"
"TULSA"," TULSA"," 7301 EAST 49TH STREET 102          ","12/8/2009"
"TULSA"," TULSA"," 11920 EAST ADMIRAL PLACE            ","1/3/2010"
"TULSA"," TULSA"," 12908 EAST 24TH STREET             ","1/13/2010"
"TULSA"," TULSA"," 4402 EAST 68TH STREET 468           ","1/15/2010"
"TULSA"," TULSA"," 6241 EAST MARSHALL STREET           ","1/18/2010"
"TULSA"," TULSA"," 3718 EAST 27TH PLACE                ","1/20/2010"
"TULSA"," TULSA"," 825 NORTH 77TH AVENUE               ","1/22/2010"
"TULSA"," TULSA"," 6619 EAST KING STREET               ","1/22/2010"
"TULSA"," TULSA"," 1601 EAST 2ND STREET                 ","2/5/2010"
"TULSA"," TULSA"," 1339 EAST 62ND STREET                ","2/9/2010"
"TULSA"," TULSA"," 5137 EAST 47TH PLACE 11             ","2/10/2010"
"TULSA"," TULSA"," 11330 EAST 23RD STREET              ","2/11/2010"
"TULSA"," TULSA"," 2923 WEST 38TH STREET               ","2/12/2010"
"TULSA"," TULSA"," 6222 EAST ARCHER STREET             ","2/22/2010"
"TULSA"," TULSA"," 420 SOUTH 56TH AVENUE                ","3/9/2010"
"TULSA"," TULSA"," 1037 NORTH FLORENCE STREET          ","3/22/2010"
"TULSA"," TULSA"," 4509 SOUTH YUKON                    ","3/29/2010"
"TULSA"," TULSA"," 5539 EAST 47TH PLACE 228             ","4/5/2010"
"TULSA"," TULSA"," 5913 EAST KING PLACE                 ","4/6/2010"
"TULSA"," TULSA"," 7404 NORTH IROQUOIS                 ","4/20/2010"
"TULSA"," TULSA"," 1027 NORTH ROCKFORD AVENUE           ","5/4/2010"
"TULSA"," TULSA"," 12631 EAST 27TH STREET              ","5/18/2010"
"TULSA"," TULSA"," 6428 EAST 94TH PLACE                ","5/19/2010"
"TULSA"," TULSA"," 7141 EAST KING STREET                ","7/7/2010"
"TULSA"," TULSA"," 2128 EAST QUEEN PLACE               ","7/14/2010"
"TULSA"," TULSA"," 135 SOUTH 36TH WEST AVENUE           ","8/3/2010"
"TULSA"," TULSA"," 438 WEST 54TH STREET                 ","8/5/2010"
"TULSA"," TULSA"," 4018 EAST 25TH PLACE                 ","8/6/2010"
"TULSA"," TULSA"," 5822 SOUTH OWASSO AVENUE 1331       ","8/16/2010"
"TULSA"," TULSA"," 2715 SOUTH LOUISVILLE               ","8/18/2010"
"TULSA"," TULSA"," 406 SOUTH 69TH WEST AVENUE          ","8/20/2010"
"TULSA"," TULSA"," 5340 S 86TH WEST AVE                ","8/20/2010"
"TULSA"," TULSA"," 122 NORTH DELAWARE PLACE            ","8/21/2010"
"TULSA"," TULSA"," 3647 SOUTH MAYBELLE AVENUE          ","8/22/2010"
"TULSA"," TULSA"," 1808 EAST 62ND STREET NORTH STREET  ","8/26/2010"
"TULSA"," TULSA"," 1011 SOUTH 49TH WEST AVENUE         ","8/29/2010"
"TULSA"," TULSA"," 5204 SOUTH LEWIS PLACE 2008         ","8/31/2010"
"TULSA"," TULSA"," 11504 EAST 22ND STREET              ","8/31/2010"
"TULSA"," TULSA"," 7514 EAST 6TH STREET                 ","9/2/2010"
"TULSA"," TULSA"," 131 EAST LATIMER STREET              ","9/2/2010"
"TULSA"," TULSA"," 3232 NORTH WHEELING PLACE           ","9/11/2010"
"TULSA"," TULSA"," 3317 WEST 59TH STREET               ","9/12/2010"
"TULSA"," TULSA"," 1578 EAST 54TH STREET               ","9/16/2010"
"TULSA"," TULSA"," 1700 SOUTH MEMORIAL DRIVE           ","9/20/2010"
"TULSA"," TULSA"," 4327 SOUTH MAPLEWOOD AVENUE         ","9/21/2010"
"TULSA"," TULSA"," 1015 SOUTH ST. LOUIS AVENUE         ","10/12/2010"
"TULSA"," TULSA"," 11405 EAST 32ND PLACE               ","10/12/2010"
"TULSA"," TULSA"," 140 NORTH NEW HAVEN AVENUE          ","10/13/2010"
"TULSA"," TULSA"," 1625 SOUTH 31ST EAST PLACE STREET   ","10/14/2010"
"TULSA"," TULSA"," 1343 SOUTH LOUISVILLE AVENUE        ","10/18/2010"
"TULSA"," TULSA"," 3317 WEST 59TH SOUTH STREET         ","10/24/2010"
"TULSA"," TULSA"," 507 NORTH BIRMINGHAM                ","10/26/2010"
"TULSA"," TULSA"," 3161 SOUTH 129TH EAST AVENUE        ","10/29/2010"
"TULSA"," TULSA"," 4732 WEST 47TH STREET               ","11/3/2010"
"TULSA"," TULSA"," 4847 SOUTH 27TH WEST AVENUE         ","11/4/2010"
"TULSA"," TULSA"," 1216 NORTH YALE AVENUE              ","11/5/2010"
"TULSA"," TULSA"," 7970 SOUTH SHERIDAN ROAD            ","11/7/2010"
"TULSA"," TULSA"," 5236 NORTH ZUNIS                   ","11/15/2010"
